,Index,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Origin Channel,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit
1142,2427,US-2020-147669,2020-12-25,Standard Class,SV-20935,Susan Vittorini,Email,Fairfield,Ohio,45014.0,East,Power Muesli,Maple Sweetened,OFF-FA-10002975,39.312,13,0.2,12.7764
1143,2533,CA-2017-111500,2017-08-17,Standard Class,DJ-13510,Don Jones,Sales,Little Rock,Arkansas,72209.0,South,Power Muesli,Maple Sweetened,OFF-FA-10002676,12.67,7,0.0,4.5612
1144,2702,CA-2017-145317,2017-03-18,Standard Class,SM-20320,Sean Miller,Facebook,Jacksonville,Florida,32216.0,South,Power Muesli,Maple Sweetened,OFF-FA-10003112,18.936,3,0.2,5.9175
1145,2721,CA-2017-121286,2017-11-04,Second Class,ON-18715,Odella Nelson,Sales,Cary,North Carolina,27511.0,South,Power Muesli,Maple Sweetened,OFF-FA-10000585,8.376,3,0.2,2.7222
1146,2787,CA-2018-149972,2018-09-21,First Class,CD-12790,Cynthia Delaney,Facebook,Los Angeles,California,90036.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002763,7.9,2,0.0,2.528
1147,2807,CA-2018-148635,2018-07-25,Second Class,MH-18025,Michelle Huthwaite,Email,Seattle,Washington,98115.0,West,Power Muesli,Maple Sweetened,OFF-FA-10004395,9.42,2,0.0,0.471
1148,2875,US-2020-102638,2020-12-29,First Class,MC-17845,Michael Chen,Email,New York City,New York,10035.0,East,Power Muesli,Maple Sweetened,OFF-FA-10002988,6.03,3,0.0,2.9547
1149,2910,CA-2020-166415,2020-02-19,Standard Class,ME-17725,Max Engle,Email,Seattle,Washington,98103.0,West,Power Muesli,Maple Sweetened,OFF-FA-10004968,11.22,3,0.0,0.2244
1150,2919,CA-2019-160129,2019-11-23,First Class,LS-17200,Luke Schmidt,Sales,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Maple Sweetened,OFF-FA-10002763,15.8,5,0.2,2.37
1151,2924,CA-2017-156993,2017-06-28,Standard Class,RW-19630,Rob Williams,Sales,Detroit,Michigan,48234.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10003495,6.08,1,0.0,3.04
1152,2960,CA-2018-158456,2018-12-24,Standard Class,KT-16465,Kean Takahito,Email,Los Angeles,California,90032.0,West,Power Muesli,Maple Sweetened,OFF-FA-10004854,45.92,4,0.0,21.5824
1153,3020,CA-2018-123568,2018-11-08,Standard Class,SC-20095,Sanjit Chand,Email,West Jordan,Utah,84084.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002701,5.04,3,0.0,0.2016
1154,3096,CA-2018-114468,2018-08-23,First Class,TD-20995,Tamara Dahlen,Email,Bolingbrook,Illinois,60440.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10003021,12.032,8,0.2,2.256
1155,3196,CA-2019-169026,2019-08-08,Standard Class,CM-12655,Corinna Mitchell,Facebook,Jackson,Mississippi,39212.0,South,Power Muesli,Maple Sweetened,OFF-FA-10001883,23.34,3,0.0,0.2334
1156,3224,CA-2017-108189,2017-10-02,First Class,ES-14080,Erin Smith,Sales,Tempe,Arizona,85281.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000735,4.672,2,0.2,1.46
1157,3251,CA-2019-157868,2019-12-23,Standard Class,MC-17590,Matt Collister,Sales,Grand Rapids,Michigan,49505.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000992,24.85,7,0.0,11.6795
1158,3271,CA-2017-115980,2017-07-15,Standard Class,VW-21775,Victoria Wilson,Sales,Sioux Falls,South Dakota,57103.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000304,6.54,3,0.0,2.6814
1159,3275,CA-2020-116358,2020-11-02,Standard Class,KM-16225,Kalyca Meade,Sales,Overland Park,Kansas,66212.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10003495,18.24,3,0.0,9.12
1160,3346,CA-2019-145982,2019-08-27,Second Class,TB-21055,Ted Butterfield,Email,Quincy,Massachusetts,2169.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000735,11.68,4,0.0,5.256
1161,3387,CA-2020-148404,2020-10-07,Standard Class,Dp-13240,Dean percer,Facebook,Charlotte,North Carolina,28205.0,South,Power Muesli,Maple Sweetened,OFF-FA-10003112,18.936,3,0.2,5.9175
1162,3416,CA-2019-116540,2019-09-02,First Class,SS-20590,Sonia Sunley,Email,Madison,Wisconsin,53711.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10002676,1.81,1,0.0,0.6516
1163,3452,CA-2017-168592,2017-09-08,Standard Class,DP-13390,Dennis Pardue,Facebook,San Francisco,California,94110.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002988,4.02,2,0.0,1.9698
1164,3536,CA-2017-110849,2017-04-18,Standard Class,JL-15835,John Lee,Email,Los Angeles,California,90049.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000134,11.62,2,0.0,3.6022
1165,3566,CA-2019-130029,2019-07-03,First Class,GT-14755,Guy Thornton,Email,Los Angeles,California,90049.0,West,Power Muesli,Maple Sweetened,OFF-FA-10001135,3.96,2,0.0,0.0792
1166,3650,CA-2018-168459,2018-11-22,Standard Class,MC-17275,Marc Crier,Email,Memphis,Tennessee,38109.0,South,Power Muesli,Maple Sweetened,OFF-FA-10004854,55.104,6,0.2,18.5976
1167,3678,CA-2018-132626,2018-07-09,Standard Class,BT-11680,Brian Thompson,Email,Clinton,Maryland,20735.0,East,Power Muesli,Maple Sweetened,OFF-FA-10002763,15.8,4,0.0,5.056
1168,3717,CA-2020-144568,2020-05-29,Standard Class,JO-15550,Jesus Ocampo,Facebook,Omaha,Nebraska,68104.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10004395,23.55,5,0.0,1.1775
1169,3745,CA-2017-113047,2017-10-24,First Class,AP-10915,Arthur Prichep,Email,Rock Hill,South Carolina,29730.0,South,Power Muesli,Maple Sweetened,OFF-FA-10002763,11.85,3,0.0,3.792
1170,3770,CA-2017-153913,2017-12-16,Second Class,KB-16585,Ken Black,Sales,Hialeah,Florida,33012.0,South,Power Muesli,Maple Sweetened,OFF-FA-10000490,1.984,2,0.2,0.6696
1171,3774,US-2017-102715,2017-04-11,Second Class,JK-15370,Jay Kimmel,Email,Miami,Florida,33180.0,South,Power Muesli,Maple Sweetened,OFF-FA-10001332,6.912,3,0.2,2.3328
1172,3790,US-2019-133508,2019-04-17,Standard Class,SW-20350,Sean Wendt,Facebook,Omaha,Nebraska,68104.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000134,29.05,5,0.0,9.0055
1173,3836,CA-2017-100363,2017-04-08,Standard Class,JM-15655,Jim Mitchum,Sales,Glendale,Arizona,85301.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000611,2.368,2,0.2,0.8288
1174,3897,CA-2020-134285,2020-12-07,Standard Class,DS-13180,David Smith,Sales,San Antonio,Texas,78207.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000611,3.552,3,0.2,1.2432
1175,3899,CA-2020-102267,2020-11-30,Standard Class,SC-20800,Stuart Calhoun,Email,Edinburg,Texas,78539.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000611,2.368,2,0.2,0.8288
1176,3978,CA-2020-101308,2020-10-02,Standard Class,FG-14260,Frank Gastineau,Facebook,Seattle,Washington,98105.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002780,8.94,3,0.0,4.1124
1177,4066,CA-2017-102673,2017-11-01,Standard Class,KH-16630,Ken Heidel,Sales,Charlotte,North Carolina,28205.0,South,Power Muesli,Maple Sweetened,OFF-FA-10003021,7.52,5,0.2,1.41
1178,4078,CA-2018-100685,2018-12-19,Second Class,SM-20950,Suzanne McNair,Sales,Omaha,Nebraska,68104.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10003472,5.04,4,0.0,0.2016
1179,4134,CA-2017-128839,2017-09-08,Standard Class,TT-21070,Ted Trevino,Email,Chesapeake,Virginia,23320.0,South,Power Muesli,Maple Sweetened,OFF-FA-10002280,45.0,9,0.0,21.6
1180,4138,CA-2020-110926,2020-11-19,Standard Class,DD-13570,Dorothy Dickinson,Email,Alexandria,Virginia,22304.0,South,Power Muesli,Maple Sweetened,OFF-FA-10000624,25.06,7,0.0,12.53
1181,4227,CA-2020-120327,2020-11-11,Standard Class,WB-21850,William Brown,Email,Urbandale,Iowa,50322.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10004854,45.92,4,0.0,21.5824
1182,4366,CA-2020-111332,2020-05-20,Second Class,NC-18340,Nat Carroll,Email,Fargo,North Dakota,58103.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10001843,7.41,3,0.0,3.4827
1183,4368,CA-2020-117044,2020-09-11,Second Class,HA-14920,Helen Andreada,Email,Chicago,Illinois,60623.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000936,10.528,4,0.2,3.29
1184,4417,CA-2017-153983,2017-11-29,Standard Class,AH-10210,Alan Hwang,Email,San Francisco,California,94122.0,West,Power Muesli,Maple Sweetened,OFF-FA-10003495,30.4,5,0.0,15.2
1185,4431,CA-2019-168893,2019-11-03,Second Class,AP-10915,Arthur Prichep,Email,Henderson,Kentucky,42420.0,South,Power Muesli,Maple Sweetened,OFF-FA-10002280,20.0,4,0.0,9.6
1186,4481,CA-2019-109365,2019-11-03,Standard Class,XP-21865,Xylona Preis,Email,Los Angeles,California,90049.0,West,Power Muesli,Maple Sweetened,OFF-FA-10001561,15.26,7,0.0,5.0358
1187,4503,CA-2017-116757,2017-06-30,Standard Class,MS-17980,Michael Stewart,Sales,Houston,Texas,77095.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10002815,21.312,6,0.2,7.1928
1188,4523,CA-2020-105445,2020-02-20,Second Class,BP-11095,Bart Pistole,Sales,Louisville,Colorado,80027.0,West,Power Muesli,Maple Sweetened,OFF-FA-10001229,9.432,3,0.2,3.0654
1189,4556,CA-2018-130218,2018-03-23,First Class,SG-20470,Sheri Gordon,Email,Florence,South Carolina,29501.0,South,Power Muesli,Maple Sweetened,OFF-FA-10003112,31.56,4,0.0,14.202
1190,4588,US-2020-163790,2020-11-02,Second Class,NL-18310,Nancy Lomonaco,Facebook,Danville,California,94526.0,West,Power Muesli,Maple Sweetened,OFF-FA-10004838,5.58,3,0.0,0.1674
1191,4602,CA-2018-146948,2018-07-16,Standard Class,MG-17890,Michael Granlund,Facebook,Baltimore,Maryland,21215.0,East,Power Muesli,Maple Sweetened,OFF-FA-10001332,11.52,4,0.0,5.4144
1192,4616,CA-2019-144540,2019-09-05,Standard Class,GH-14410,Gary Hansen,Facebook,Houston,Texas,77070.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10002763,28.44,9,0.2,4.266
1193,4655,CA-2020-159107,2020-06-24,Second Class,KT-16480,Kean Thornton,Email,San Francisco,California,94110.0,West,Power Muesli,Maple Sweetened,OFF-FA-10001332,2.88,1,0.0,1.3536
1194,4682,CA-2019-169215,2019-07-14,Second Class,RE-19450,Richard Eichhorn,Email,Auburn,New York,13021.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000936,29.61,9,0.0,13.3245
1195,4687,CA-2019-159912,2019-08-29,Standard Class,GB-14530,George Bell,Sales,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000053,10.584,7,0.2,-2.3814
1196,4744,CA-2020-168123,2020-03-05,First Class,JD-16060,Julia Dunbar,Email,Rochester,Minnesota,55901.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10002763,7.9,2,0.0,2.528
1197,4844,US-2019-139388,2019-11-07,First Class,CC-12475,Cindy Chapman,Email,Lakewood,New Jersey,8701.0,East,Power Muesli,Maple Sweetened,OFF-FA-10004968,14.96,4,0.0,0.2992
1198,4872,CA-2020-164042,2020-05-23,Standard Class,KL-16645,Ken Lonsdale,Email,Houston,Texas,77095.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000840,1.824,2,0.2,0.6156
1199,4923,CA-2020-114055,2020-12-25,Second Class,MH-18115,Mick Hernandez,Facebook,Huntsville,Alabama,35810.0,South,Power Muesli,Maple Sweetened,OFF-FA-10003059,3.62,2,0.0,1.1946
1200,4935,CA-2018-106978,2018-09-28,Standard Class,ZC-21910,Zuschuss Carroll,Email,Aurora,Colorado,80013.0,West,Power Muesli,Maple Sweetened,OFF-FA-10003021,4.512,3,0.2,0.846
1201,4947,CA-2019-151372,2019-09-05,First Class,JH-15985,Joseph Holt,Email,Redondo Beach,California,90278.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000304,4.36,2,0.0,1.7876
1202,4959,CA-2018-127607,2018-03-20,Standard Class,JK-15730,Joe Kamberova,Email,Carrollton,Texas,75007.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10003485,18.864,9,0.2,6.1308
1203,4985,CA-2018-160696,2018-09-06,Standard Class,CK-12760,Cyma Kinney,Sales,Nashville,Tennessee,37211.0,South,Power Muesli,Maple Sweetened,OFF-FA-10003059,7.24,5,0.2,1.1765
1204,5092,CA-2020-156720,2020-12-30,Standard Class,JM-15580,Jill Matthias,Email,Loveland,Colorado,80538.0,West,Power Muesli,Maple Sweetened,OFF-FA-10003472,3.024,3,0.2,-0.6048
1205,5118,CA-2018-127173,2018-09-26,Standard Class,GM-14500,Gene McClure,Email,Oceanside,New York,11572.0,East,Power Muesli,Maple Sweetened,OFF-FA-10004854,34.44,3,0.0,16.1868
1206,5136,CA-2019-151323,2019-10-23,Standard Class,AB-10255,Alejandro Ballentine,Facebook,Seattle,Washington,98103.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002983,17.05,5,0.0,8.184
1207,5200,CA-2019-103982,2019-03-03,Standard Class,AA-10315,Alex Avila,Email,Round Rock,Texas,78664.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10001332,2.304,1,0.2,0.7776
1208,5207,CA-2018-102016,2018-09-12,Standard Class,TM-21010,Tamara Manning,Email,Auburn,New York,13021.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000490,1.24,1,0.0,0.5828
1209,5250,CA-2018-106215,2018-04-16,Standard Class,BN-11470,Brad Norvell,Sales,Philadelphia,Pennsylvania,19143.0,East,Power Muesli,Maple Sweetened,OFF-FA-10001229,12.576,4,0.2,4.0872
1210,5383,CA-2019-149195,2019-09-05,Second Class,DM-13525,Don Miller,Sales,Houston,Texas,77070.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10001843,15.808,8,0.2,5.3352
1211,5407,US-2019-143280,2019-02-22,Standard Class,TZ-21580,Tracy Zic,Email,Los Angeles,California,90045.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000992,10.65,3,0.0,5.0055
1212,5457,CA-2020-130631,2020-12-29,Standard Class,BS-11755,Bruce Stewart,Email,Edmonds,Washington,98026.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000089,19.6,5,0.0,9.604
1213,5527,CA-2020-166933,2020-04-24,Standard Class,MG-17890,Michael Granlund,Facebook,Santa Barbara,California,93101.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002676,1.81,1,0.0,0.6516
1214,5588,CA-2018-149993,2018-03-19,First Class,GA-14725,Guy Armstrong,Email,Lancaster,California,93534.0,West,Power Muesli,Maple Sweetened,OFF-FA-10001561,10.9,5,0.0,3.597
1215,5679,CA-2019-143924,2019-07-28,Standard Class,SC-20680,Steve Carroll,Facebook,Holland,Michigan,49423.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000735,20.44,7,0.0,9.198
1216,5687,CA-2017-131541,2017-07-28,First Class,CK-12205,Chloris Kastensmidt,Email,Apopka,Florida,32712.0,South,Power Muesli,Maple Sweetened,OFF-FA-10000621,14.32,5,0.2,5.191
1217,5721,CA-2018-138674,2018-11-14,First Class,KB-16585,Ken Black,Sales,Springfield,Oregon,97477.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000304,8.72,5,0.2,2.289
1218,5791,CA-2020-140186,2020-09-29,First Class,PG-18820,Patrick Gardner,Email,Bakersfield,California,93309.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002280,35.0,7,0.0,16.8
1219,6027,CA-2020-136007,2020-02-23,Standard Class,AC-10615,Ann Chong,Sales,Seattle,Washington,98115.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002701,8.4,5,0.0,0.336
1220,6073,CA-2018-120901,2018-12-31,Standard Class,BG-11035,Barry Gonzalez,Email,Austin,Texas,78745.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10001561,3.488,2,0.2,0.5668
1221,6099,CA-2020-100111,2020-09-20,Standard Class,SV-20365,Seth Vernon,Email,New York City,New York,10035.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000304,4.36,2,0.0,1.7876
1222,6113,CA-2019-124590,2019-11-12,Standard Class,SP-20920,Susan Pistek,Email,Parma,Ohio,44134.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000585,16.752,6,0.2,5.4444
1223,6131,CA-2020-162033,2020-03-26,Standard Class,EM-14200,Evan Minnotte,Facebook,Virginia Beach,Virginia,23464.0,South,Power Muesli,Maple Sweetened,OFF-FA-10003021,3.76,2,0.0,1.316
1224,6207,CA-2019-133697,2019-10-20,Second Class,CM-12445,Chuck Magee,Email,Houston,Texas,77095.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10003112,25.248,4,0.2,7.89
1225,6213,CA-2020-149944,2020-11-12,Second Class,MB-17305,Maria Bertelson,Email,Longview,Washington,98632.0,West,Power Muesli,Maple Sweetened,OFF-FA-10003495,18.24,3,0.0,9.12
1226,6381,US-2017-163797,2017-04-08,Standard Class,PC-19000,Pauline Chand,Facebook,Chandler,Arizona,85224.0,West,Power Muesli,Maple Sweetened,OFF-FA-10001883,49.792,8,0.2,-11.8256
1227,6394,CA-2019-129126,2019-12-14,Standard Class,PK-19075,Pete Kriz,Email,New York City,New York,10011.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000621,21.48,6,0.0,10.5252
1228,6418,CA-2019-111976,2019-03-08,Standard Class,BD-11620,Brian DeCherney,Email,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Maple Sweetened,OFF-FA-10004968,5.984,2,0.2,-1.3464
1229,6446,CA-2018-151785,2018-03-05,Standard Class,JJ-15445,Jennifer Jackson,Email,Chicago,Illinois,60623.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000611,7.104,6,0.2,2.4864
1230,6605,CA-2019-148852,2019-05-26,Standard Class,SV-20785,Stewart Visinsky,Email,Santa Ana,California,92704.0,West,Power Muesli,Maple Sweetened,OFF-FA-10003467,5.94,3,0.0,0.0
1231,6651,US-2020-124779,2020-09-08,First Class,BF-11020,Barry Französisch,Sales,Arlington,Texas,76017.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10004854,45.92,5,0.2,15.498
1232,6705,CA-2018-139164,2018-06-23,Standard Class,CS-12355,Christine Sundaresam,Email,Long Beach,California,90805.0,West,Power Muesli,Maple Sweetened,OFF-FA-10003059,5.43,3,0.0,1.7919
1233,6717,CA-2019-134789,2019-04-08,Standard Class,CK-12325,Christine Kargatis,Facebook,Hot Springs,Arkansas,71901.0,South,Power Muesli,Maple Sweetened,OFF-FA-10002280,30.0,6,0.0,14.4
1234,6724,US-2020-166394,2020-09-04,Second Class,VM-21835,Vivian Mathis,Email,Nashua,New Hampshire,3060.0,East,Power Muesli,Maple Sweetened,OFF-FA-10001843,14.82,6,0.0,6.9654
1235,6725,CA-2019-128811,2019-09-12,Standard Class,SF-20200,Sarah Foster,Email,Seattle,Washington,98103.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000585,10.47,3,0.0,4.8162
1236,6817,CA-2017-144414,2017-06-17,Standard Class,GH-14425,Gary Hwang,Email,Seattle,Washington,98105.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000624,17.9,5,0.0,8.95
1237,6843,CA-2019-123946,2019-09-12,Standard Class,AJ-10795,Anthony Johnson,Sales,Springfield,Virginia,22153.0,South,Power Muesli,Maple Sweetened,OFF-FA-10002975,11.34,3,0.0,5.2164
1238,6860,CA-2020-128965,2020-04-17,Standard Class,PS-18760,Pamela Stobb,Email,Los Angeles,California,90008.0,West,Power Muesli,Maple Sweetened,OFF-FA-10001561,10.9,5,0.0,3.597
1239,6903,CA-2020-111220,2020-09-02,Standard Class,JS-15595,Jill Stevenson,Sales,Chicago,Illinois,60653.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10002280,16.0,4,0.2,5.6
1240,6947,CA-2018-126466,2018-11-09,Standard Class,JO-15550,Jesus Ocampo,Facebook,Roseville,California,95661.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000490,2.48,2,0.0,1.1656
1241,6981,CA-2017-146990,2017-11-07,First Class,BP-11095,Bart Pistole,Sales,New York City,New York,10024.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000611,5.92,4,0.0,2.8416
1242,7161,CA-2018-145835,2018-05-13,Second Class,BF-11170,Ben Ferrer,Facebook,Chicago,Illinois,60623.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10002280,16.0,4,0.2,5.6
1243,7297,CA-2017-111899,2017-05-04,First Class,NC-18340,Nat Carroll,Email,Houston,Texas,77036.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000840,5.472,6,0.2,1.8468
1244,7310,CA-2020-112172,2020-06-10,Second Class,MM-18280,Muhammed MacIntyre,Sales,New York City,New York,10024.0,East,Power Muesli,Maple Sweetened,OFF-FA-10004395,14.13,3,0.0,0.7065
1245,7365,CA-2019-127243,2019-11-28,Standard Class,DS-13180,David Smith,Sales,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Maple Sweetened,OFF-FA-10004076,12.672,8,0.2,2.6928
1246,7375,US-2020-123862,2020-01-07,Second Class,JF-15190,Jamie Frazer,Email,Long Beach,California,90805.0,West,Power Muesli,Maple Sweetened,OFF-FA-10003112,7.89,1,0.0,3.5505
1247,7433,CA-2017-161249,2017-08-09,Standard Class,RD-19720,Roger Demir,Email,Phoenix,Arizona,85023.0,West,Power Muesli,Maple Sweetened,OFF-FA-10004838,4.464,3,0.2,-0.9486
1248,7480,CA-2017-167199,2017-01-06,Standard Class,ME-17320,Maria Etezadi,Facebook,Henderson,Kentucky,42420.0,South,Power Muesli,Maple Sweetened,OFF-FA-10001883,31.12,4,0.0,0.3112
1249,7498,CA-2020-121048,2020-07-14,Standard Class,TC-21295,Toby Carlisle,Email,Westminster,California,92683.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000490,4.96,4,0.0,2.3312
1250,7571,CA-2017-133830,2017-12-05,Standard Class,RL-19615,Rob Lucas,Email,Los Angeles,California,90045.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002280,15.0,3,0.0,7.2
1251,7613,US-2018-130491,2018-02-08,First Class,BH-11710,Brosina Hoffman,Email,Garden City,Kansas,67846.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000134,5.81,1,0.0,1.8011
1252,7701,CA-2020-151799,2020-12-14,Standard Class,BF-11170,Ben Ferrer,Facebook,Lawrence,Massachusetts,1841.0,East,Power Muesli,Maple Sweetened,OFF-FA-10001332,17.28,6,0.0,8.1216
1253,7748,CA-2018-156153,2018-05-31,Second Class,CW-11905,Carl Weiss,Facebook,Long Beach,New York,11561.0,East,Power Muesli,Maple Sweetened,OFF-FA-10003472,7.56,6,0.0,0.3024
1254,7777,CA-2017-166961,2017-12-27,Standard Class,CD-12790,Cynthia Delaney,Facebook,Moreno Valley,California,92553.0,West,Power Muesli,Maple Sweetened,OFF-FA-10003485,7.86,3,0.0,3.6156
1255,7788,US-2019-117037,2019-05-17,First Class,LW-17215,Luke Weiss,Email,Chicago,Illinois,60653.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000936,7.896,3,0.2,2.4675
1256,7820,CA-2020-150469,2020-01-26,Standard Class,CJ-12010,Caroline Jumper,Email,San Francisco,California,94109.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000611,11.84,8,0.0,5.6832
1257,7900,CA-2020-128363,2020-08-13,Standard Class,DC-12850,Dan Campbell,Email,Memphis,Tennessee,38109.0,South,Power Muesli,Maple Sweetened,OFF-FA-10003495,24.32,5,0.2,9.12
1258,7948,CA-2017-131009,2017-03-01,Standard Class,SC-20380,Shahid Collister,Email,El Paso,Texas,79907.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10004395,18.84,5,0.2,-3.5325
1259,7957,CA-2020-131807,2020-10-05,Standard Class,GG-14650,Greg Guthrie,Sales,Chico,California,95928.0,West,Power Muesli,Maple Sweetened,OFF-FA-10002780,14.9,5,0.0,6.854
1260,7984,CA-2020-152499,2020-01-22,Second Class,EH-13765,Edward Hooks,Sales,Chicago,Illinois,60623.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10002975,15.12,5,0.2,4.914
1261,8007,CA-2019-139808,2019-10-07,Standard Class,MC-18100,Mick Crebagga,Email,Marysville,Washington,98270.0,West,Power Muesli,Maple Sweetened,OFF-FA-10001883,93.36,12,0.0,0.9336
1262,8015,CA-2020-120168,2020-05-25,First Class,TB-21625,Trudy Brown,Email,New York City,New York,10009.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000936,3.29,1,0.0,1.4805
1263,8218,CA-2017-120775,2017-10-03,Standard Class,RD-19930,Russell D'Ascenzo,Email,Dallas,Texas,75217.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10002676,4.344,3,0.2,0.8688
1264,8222,CA-2017-120775,2017-10-03,Standard Class,RD-19930,Russell D'Ascenzo,Email,Dallas,Texas,75217.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000254,15.072,4,0.2,-3.768
1265,8315,CA-2017-161508,2017-07-12,Standard Class,PV-18985,Paul Van Hugh,Facebook,League City,Texas,77573.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10001561,3.488,2,0.2,0.5668
1266,8356,CA-2020-132199,2020-05-03,Standard Class,BO-11350,Bill Overfelt,Sales,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,Maple Sweetened,OFF-FA-10002280,8.0,2,0.2,2.8
1267,8390,CA-2019-102596,2019-12-27,First Class,RD-19810,Ross DeVincentis,Facebook,Akron,Ohio,44312.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000621,17.184,6,0.2,6.2292
1268,8423,CA-2020-150091,2020-10-12,Standard Class,NP-18670,Nora Paige,Email,Lakewood,New Jersey,8701.0,East,Power Muesli,Maple Sweetened,OFF-FA-10000621,17.9,5,0.0,8.771
1269,8433,US-2017-127635,2017-09-14,Second Class,SC-20260,Scott Cohen,Sales,Corpus Christi,Texas,78415.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10000053,6.048,4,0.2,-1.3608
1270,8492,CA-2020-106824,2020-07-07,Standard Class,AT-10735,Annie Thurman,Email,Los Angeles,California,90049.0,West,Power Muesli,Maple Sweetened,OFF-FA-10001135,5.94,3,0.0,0.1188
1271,8552,CA-2018-121132,2018-07-17,Standard Class,VB-21745,Victoria Brennan,Sales,Houston,Texas,77041.0,Central,Power Muesli,Maple Sweetened,OFF-FA-10004248,14.432,4,0.2,3.4276
1272,8575,CA-2017-159849,2017-09-19,First Class,JK-15640,Jim Kriz,Facebook,San Francisco,California,94110.0,West,Power Muesli,Maple Sweetened,OFF-FA-10000053,5.67,3,0.0,0.1134
1273,8631,CA-2018-164084,2018-09-07,Standard Class,AG-10525,Andy Gerbode,Sales,New York City,New York,10011.0,East,Power Muesli,Maple Sweetened,OFF-FA-10003059,7.24,4,0.0,2.3892
1274,8643,CA-2018-108259,2018-11-08,Standard Class,NS-18640,Noel Staavos,Sales,Jacksonville,North Carolina,28540.0,South,Power Muesli,Maple Sweetened,OFF-FA-10000624,31.504,11,0.2,11.814
